"address_id","house_number","house_name","street","city","county","post_code","Address_ID"
7135423313,529,"St Paul's Place","Bloomsbury Square","Coventry","Devon","NN1 3AA","AD00996"
7155974064,1158,"The Broadway","Askew Road","Plymouth","Essex","NE1 1AA","AD00997"
2244927288,313,"Waterfront","The Boltons","Exeter","Tyne and Wear","M1 2AA","AD00998"
9291285358,570,"Cassiobury Park","Parsons Green Lane","Peterborough","Northumberland","WF1 1AA","AD00999"
316732257,197,"The Quays","Wimbledon Park Road","York","North Yorkshire","DN1 1AA","AD01000"
6544263885,171,"The Elements","Fitzroy Square","Exeter","South Yorkshire","CA1 1AA","AD00001"
1464102031,700,"Christchurch Park Ipswich","Wimbledon Park Road","Exeter","Somerset","ST1 1AA","AD00002"
6590069980,400,"St Paul's Place","Bloomsbury Square","Bristol","Hertfordshire","BL1 3AA","AD00003"
8080898804,1256,"Trinity Walk","Addison Road","Crawley","Bedfordshire","NE1 3AA","AD00004"
9065369813,842,"The Broadway","Chipping Norton Street","Crawley","Bristol","FY1 2AA","AD00005"
7362173172,823,"The Buttermarket","Bloomsbury Square","Exeter","West Sussex","HU1 3AA","AD00006"
2953601880,1345,"Abington Street","Gillespie Road","Exeter","Shropshire","LN1 1AA","AD00007"
1997061171,431,"The Custard Factory","Askew Road","Leeds","Essex","CB1 1AA","AD00008"
265017912,822,"Blackburn Mall","Marylebone High Street","Newcastle upon Tyne","Suffolk","DY1 2AA","AD00009"
4747428704,837,"Linthorpe Road","Thornhill Road","Southampton","Dorset","LS1 1AA","AD00010"
7625363082,1316,"Edgbaston Park","Lyttelton Road","Northampton","Nottinghamshire","OL1 2AA","AD00011"
690509146,292,"The Buttermarket","Sutherland Avenue","York","South Yorkshire","CA1 2AA","AD00012"
4571167148,377,"Moda Living","Randolph Crescent","Luton","Cheshire","CA1 3AA","AD00013"
8858082133,1034,"The Buttermarket","Chipping Norton Street","Crawley","Rutland","OX1 2AA","AD00014"
2682380557,1407,"Mayfield","Notting Hill Gate","Ipswich","Isle of Wight","SN1 2AA","AD00015"
3008065392,699,"Kirkgate","Addison Road","Rochdale","Gloucestershire","IP1 1AA","AD00016"
365713767,615,"Waterfront","Highbury Fields","Luton","Surrey","FY1 1AA","AD00017"
6118607494,347,"Bradshawgate","Thornhill Road","Luton","Oxfordshire","OX1 3AA","AD00018"
4328235230,496,"Hampton","The Crescent","Blackburn","Isle of Wight","DY1 2AA","AD00019"
7843428607,661,"Regent Street","Thornhill Road","Bournemouth","Warwickshire","SR1 2AA","AD00020"
1830808907,950,"The Drapery","Gillespie Road","Chester","Derbyshire","B1 3AA","AD00021"
5916191723,1234,"Velocity Apartments","Gillespie Road","Norwich","Worcestershire","BS1 1AA","AD00022"
6642066561,1075,"City Walls","Marylebone High Street","Doncaster","Wiltshire","NG1 2AA","AD00023"
6458468679,540,"The Unity Building","Sutherland Avenue","Plymouth","Northumberland","S1 3AA","AD00024"
5266260572,127,"Linthorpe Road","Church Street","Portsmouth","Kent","PL1 1AA","AD00025"
6076879548,683,"Trinity Walk","Canonbury Grove","Salisbury","Wiltshire","B1 3AA","AD00026"
8550167215,1350,"Rivergate","Gillespie Road","Derby","Kent","WD1 1AA","AD00027"
5408341801,367,"Friar Street","Wimbledon Park Road","Rochdale","Rutland","BH1 1AA","AD00028"
3926858273,564,"Frenchgate Shopping Centre","Thornhill Road","Crawley","Lancashire","S1 3AA","AD00029"
253723965,127,"Castlefield Wharf","Wimbledon Park Road","Bournemouth","Northamptonshire","DN1 3AA","AD00030"
6432963656,1163,"The Pumphouse","Margravine Road","Luton","Lincolnshire","BD1 2AA","AD00031"
1657825868,823,"Midsummer Boulevard","Church Street","Bristol","East Sussex","FY1 2AA","AD00032"
6650908940,680,"Etruria Works","Gillespie Road","Wakefield","Essex","WD1 2AA","AD00033"
5259750527,570,"Cassiobury Park","Parsons Green Lane","Peterborough","Northumberland","WF1 1AA","AD00034"
6477531755,1007,"The Workstation","Thornhill Road","Oxford","West Sussex","WV1 2AA","AD00035"
4970190046,10,"The Strand","Addison Road","Coventry","Warwickshire","LN1 1AA","AD00036"
7132549766,496,"The Interchange","Lauderdale Road","Blackburn","Bedfordshire","BN1 1AA","AD00037"
6803925013,1327,"The Lace House","Church Street","Blackpool","Worcestershire","NE1 3AA","AD00038"
2069833984,529,"St Paul's Place","Bloomsbury Square","Coventry","Devon","NN1 3AA","AD00039"
8092596204,890,"The Drapery","Church Street","Carlisle","Lincolnshire","WV1 2AA","AD00040"
8281533390,729,"Cathedral Green","Chipping Norton Street","Kingston upon Hull","Bristol","LS1 1AA","AD00041"
2443656276,1179,"The Potteries Shopping Centre","The Boltons","Middlesbrough","East Sussex","ST1 3AA","AD00042"
3279168732,1439,"Transporter Bridge Apartments","Barons Court Road","Blackburn","Isle of Wight","DY1 3AA","AD00043"
2815775611,633,"Sovereign Square","Notting Hill Gate","Wakefield","Buckinghamshire","FY1 2AA","AD00044"
5298271111,1335,"Frenchgate Shopping Centre","Highbury Fields","Blackburn","Worcestershire","TS1 1AA","AD00045"
5307772904,1353,"The Silk Mill","Bloomsbury Square","Southampton","Hampshire","B1 3AA","AD00046"
2546994468,198,"The iQ Wolverhampton","Notting Hill Gate","Rochdale","West Sussex","OL1 2AA","AD00047"
9074609589,263,"Bathurst Buildings","The Boltons","Watford","Norfolk","BL1 1AA","AD00048"
4160671926,1052,"Fossgate","Elgin Avenue","Kingston upon Hull","Tyne and Wear","LN1 2AA","AD00049"
2051089531,1183,"Jericho Road","Lyttelton Road","Blackpool","Lincolnshire","WV1 2AA","AD00050"
1294122231,1140,"Castlegate","The Boltons","Salisbury","Merseyside","EX1 2AA","AD00051"
5397094137,1039,"The Brewery Wharf","Gillespie Road","Rochdale","West Midlands","OX1 3AA","AD00052"
6733297957,261,"Princesshay","Randolph Crescent","Manchester","Dorset","MK1 2AA","AD00053"
2835138269,1437,"The Promenade Apartments","Lyttelton Road","Middlesbrough","Norfolk","BN1 2AA","AD00054"
4161236344,259,"The Forbury","Elgin Avenue","Nottingham","Bristol","PE1 1AA","AD00055"
2388338018,492,"The Market Place","Weltjie Road","Ipswich","North Yorkshire","LU1 2AA","AD00056"
4847222970,1008,"Arena Central","Lyttelton Road","Norwich","Norfolk","BH1 2AA","AD00057"
1774912449,1294,"Middlehaven","Barnsbury Road","Leeds","Berkshire","ST1 3AA","AD00058"
7573076207,2,"The Beacon","Gillespie Road","Lincoln","West Yorkshire","LE1 1AA","AD00059"
8990483581,812,"Linthorpe Road","Notting Hill Gate","Dudley","West Yorkshire","CA1 2AA","AD00060"
7630136404,292,"Milkstone Road","Barons Court Road","Leicester","Wiltshire","FY1 1AA","AD00061"
8963712141,684,"Blackburn Mall","Barnsbury Road","Middlesbrough","Staffordshire","NN1 2AA","AD00062"
2749684978,848,"The Quadrant","Wilton Road","Crawley","Leicestershire","HU1 3AA","AD00063"
333988744,845,"Brayford Pool","Alverstone Street","Plymouth","Norfolk","PL1 3AA","AD00064"
6154626959,1082,"The Curve","Canonbury Grove","Reading","Greater London","TS1 2AA","AD00065"
3031105850,12,"The iQ Wolverhampton","Bloomsbury Square","Blackburn","Rutland","TS1 1AA","AD00066"
2738032168,849,"Leopold Square","Wimbledon Park Road","Chester","Greater Manchester","SN1 2AA","AD00067"
3137040515,1099,"Christchurch Park Ipswich","Addison Road","Carlisle","Buckinghamshire","ST1 2AA","AD00068"
6318137017,563,"Kelham Island","Parsons Green Lane","Brighton","Herefordshire","LE1 1AA","AD00069"
9104083458,780,"Moda Living","Chipping Norton Street","Coventry","Nottinghamshire","BH1 3AA","AD00070"
1171261543,82,"Rochdale Exchange","Church Street","Swindon","Merseyside","CA1 2AA","AD00071"
8441238464,1280,"Smithfield","Park Avenue Road","Bolton","Dorset","IP1 2AA","AD00072"
507955641,1407,"Mayfield","Notting Hill Gate","Ipswich","Isle of Wight","SN1 2AA","AD00073"
377055085,302,"The Leverton","Highbury Fields","Wakefield","Gloucestershire","PE1 3AA","AD00074"
9687133783,1355,"The Mailbox","Gillespie Road","Cambridge","Cornwall","DY1 3AA","AD00075"
4600789261,1407,"The Market Place","Park Avenue Road","Coventry","West Yorkshire","DN1 2AA","AD00076"
1348636521,936,"Bede House","Parsons Green Lane","Sheffield","Wiltshire","CR1 1AA","AD00077"
5500360906,1005,"The Beacon","Margravine Road","Derby","Shropshire","BD1 1AA","AD00078"
6801029983,1201,"Northern Spire","The Crescent","Manchester","Merseyside","WF1 1AA","AD00079"
1718589611,1422,"Gunwharf Quays","Alverstone Street","Plymouth","Greater Manchester","SP1 1AA","AD00080"
4498436237,931,"Bede House","Lyttelton Road","Newcastle upon Tyne","Cheshire","YO1 1AA","AD00081"
5257869705,548,"The Waterfront","Weltjie Road","Cambridge","Rutland","LU1 3AA","AD00082"
7746897282,1410,"Southgate Street","Highbury Fields","Coventry","Cambridgeshire","BS1 2AA","AD00083"
2889764648,849,"Leopold Square","Wimbledon Park Road","Chester","Greater Manchester","SN1 2AA","AD00084"
8167843629,601,"The Malago Estate","Lauderdale Road","Doncaster","Cheshire","BD1 2AA","AD00085"
6056863689,887,"The Residence","Lauderdale Road","York","Hertfordshire","MK1 1AA","AD00086"
2145873546,479,"Sutton Harbour","The Crescent","Sunderland","Durham","RG1 2AA","AD00087"
7116557792,200,"Southgate Street","Wilton Road","Portsmouth","Somerset","LU1 1AA","AD00088"
6268159195,1041,"Hampton","Parsons Green Lane","Sheffield","Greater London","LS1 3AA","AD00089"
893779792,82,"Rochdale Exchange","Thornhill Road","Salisbury","Lincolnshire","BH1 1AA","AD00090"
3626331628,275,"Transporter Bridge Apartments","Margravine Road","Liverpool","Merseyside","OX1 2AA","AD00091"
6684130357,581,"Sovereign Square","Askew Road","Liverpool","Hampshire","BD1 1AA","AD00092"
3300418038,367,"The Avenue","Wimbledon Park Road","Derby","Suffolk","NN1 3AA","AD00093"
5404416629,931,"St Paul's Place","Askew Road","Stoke-on-Trent","Oxfordshire","WV1 3AA","AD00094"
6586917107,1188,"The Quays","Park Avenue Road","Gloucester","Greater Manchester","BL1 1AA","AD00095"
5338366185,1011,"Sutton Harbour","Bloomsbury Square","Plymouth","East Sussex","PE1 2AA","AD00096"
584250657,233,"The Cube","Elgin Avenue","Southampton","Cambridgeshire","LN1 3AA","AD00097"
1252251327,1035,"Kampus","Canonbury Grove","Southampton","Dorset","BS1 3AA","AD00098"
1013842170,1114,"County Oak","Elgin Avenue","Ipswich","Berkshire","WD1 2AA","AD00099"
7846380672,764,"The Strand","Kensington Palace Gardens","Nottingham","Suffolk","NG1 2AA","AD00100"
1608877892,1309,"The Quays","Barons Court Road","Crawley","Buckinghamshire","CA1 3AA","AD00101"
7797725136,1139,"Rochdale Exchange","Fitzroy Square","Manchester","Isle of Wight","CH1 2AA","AD00102"
6661517190,1298,"Deansgate Quays","Parsons Green Lane","Leeds","East Sussex","YO1 3AA","AD00103"
2133426183,1140,"The Quadrant","Lyttelton Road","Leeds","Durham","OX1 3AA","AD00104"
6463901741,788,"Crusader Court","Sutherland Avenue","Sunderland","Isle of Wight","DE1 1AA","AD00105"
7409408928,655,"The Lexington","Lyttelton Road","York","Berkshire","DY1 1AA","AD00106"
8099196368,1419,"Rivergate","Parsons Green Lane","Dudley","Greater Manchester","NN1 2AA","AD00107"
3378775963,1400,"Fisherton Street","Fitzroy Square","Manchester","North Yorkshire","MK1 1AA","AD00108"
8476327897,1218,"Cassiobury Park","Askew Road","Norwich","Staffordshire","BS1 2AA","AD00109"
4102897526,1399,"Humber Street","Chipping Norton Street","Chester","Tyne and Wear","BN1 3AA","AD00110"
6399473276,285,"The Cube","Barnsbury Road","Salisbury","Isle of Wight","BD1 3AA","AD00111"
2282257669,52,"Castlegate","Elgin Avenue","Sheffield","Merseyside","NR1 3AA","AD00112"
9297773036,1383,"Fisherton Street","Chipping Norton Street","Gloucester","Isle of Wight","NE1 2AA","AD00113"
3471963782,497,"The General Hospital Quarter","Church Street","Carlisle","Surrey","MK1 2AA","AD00114"
9180371132,896,"The Park","Randolph Crescent","Sunderland","Bristol","WD1 1AA","AD00115"
131527800,1082,"The Curve","Canonbury Grove","Reading","Greater London","TS1 2AA","AD00116"
1646031261,680,"The Buttermarket","Wimbledon Park Road","Nottingham","Merseyside","M1 2AA","AD00117"
8382514138,982,"Bede House","Alverstone Street","Brighton","Devon","PL1 2AA","AD00118"
8993607680,616,"Manchester One","Elgin Avenue","Norwich","Hertfordshire","HU1 3AA","AD00119"
9794734004,399,"The Cube","Marylebone High Street","Dudley","East Sussex","GL1 1AA","AD00120"
47567759,643,"The Wave","Fitzroy Square","Northampton","Lincolnshire","MK1 3AA","AD00121"
9145916063,1466,"Linthorpe Road","Parsons Green Lane","Northampton","Cumbria","GL1 2AA","AD00122"
5855038920,457,"The Custard Factory","Gillespie Road","York","Herefordshire","CV1 1AA","AD00123"
8788715353,1350,"Rivergate","Gillespie Road","Derby","Kent","WD1 1AA","AD00124"
4270640871,1156,"City Park","Askew Road","Salisbury","Northamptonshire","DN1 3AA","AD00125"
1457684055,347,"Rivergate","Notting Hill Gate","Leicester","North Yorkshire","BD1 1AA","AD00126"
5083019507,1463,"The Broadway","Addison Road","Luton","Durham","LE1 3AA","AD00127"
6589377545,711,"Jericho Road","Bloomsbury Square","Luton","Norfolk","PE1 1AA","AD00128"
1798777665,624,"Gunwharf Quays","Church Street","Gloucester","Hertfordshire","WD1 1AA","AD00129"
5162634735,332,"The Brunel Centre","Addison Road","Middlesbrough","East Sussex","CA1 2AA","AD00130"
3031537092,1353,"City Walls","Elgin Avenue","Bournemouth","Greater Manchester","BH1 3AA","AD00131"
1033063460,914,"Xscape MK","Askew Road","Sunderland","East Sussex","MK1 3AA","AD00132"
3620283931,847,"Rochdale Exchange","Askew Road","Leicester","Oxfordshire","S1 2AA","AD00133"
5836194823,767,"Smithfield","Bloomsbury Square","Milton Keynes","Cheshire","RG1 2AA","AD00134"
7463304434,406,"Bathurst Buildings","Park Avenue Road","Rochdale","Devon","HU1 2AA","AD00135"
1510654763,417,"Edgbaston Park","Parsons Green Lane","Chester","West Sussex","GL1 3AA","AD00136"
5839161837,645,"The Forbury","Notting Hill Gate","Bolton","Lincolnshire","HU1 2AA","AD00137"
7107101188,149,"Market Square","Chipping Norton Street","Sunderland","East Riding of Yorkshire","DN1 3AA","AD00138"
7077252256,1048,"City Walls","Weltjie Road","Derby","Tyne and Wear","BD1 1AA","AD00139"
4722520100,1172,"The Cube","Wilton Road","Brighton","Oxfordshire","DN1 2AA","AD00140"
3124132467,1369,"The Park","Weltjie Road","Doncaster","Lancashire","SP1 3AA","AD00141"
3392770922,357,"Mayfield","Chipping Norton Street","Lincoln","Greater Manchester","LN1 3AA","AD00142"
9146255893,848,"The Quadrant","Wilton Road","Crawley","Leicestershire","HU1 3AA","AD00143"
568178351,1274,"Cathedral Square","Margravine Road","Luton","West Midlands","LN1 3AA","AD00144"
1398029653,1327,"The Lace House","Church Street","Blackpool","Worcestershire","NE1 3AA","AD00145"
3961611092,1401,"Guildhall Square","Kensington Palace Gardens","Stoke-on-Trent","Berkshire","DE1 1AA","AD00146"
811685195,751,"St. Annes Way","Barons Court Road","Norwich","East Riding of Yorkshire","BD1 3AA","AD00147"
2485299706,1486,"Arena Central","Canonbury Grove","Cambridge","Surrey","WD1 3AA","AD00148"
6552930984,837,"Linthorpe Road","Thornhill Road","Southampton","Dorset","LS1 1AA","AD00149"
1598038427,644,"Bede House","Alverstone Street","Chester","Oxfordshire","WV1 3AA","AD00150"
5680811235,1082,"The Curve","Canonbury Grove","Reading","Greater London","TS1 2AA","AD00151"
1710499087,456,"The iQ Wolverhampton","Addison Road","Chester","Devon","WD1 1AA","AD00152"
669397814,567,"Bede House","Fitzroy Square","Cambridge","Greater Manchester","SP1 1AA","AD00153"
9553594603,451,"The Hive","Barnsbury Road","Portsmouth","West Midlands","BL1 2AA","AD00154"
7059545212,260,"Linthorpe Road","Thornhill Road","Swindon","Hertfordshire","BS1 3AA","AD00155"
7730306603,1350,"Rivergate","Gillespie Road","Derby","Kent","WD1 1AA","AD00156"
7489947162,436,"The Deep","The Crescent","Exeter","East Riding of Yorkshire","SP1 1AA","AD00157"
4599038598,1231,"Lakeside Village","Parsons Green Lane","Milton Keynes","Rutland","SN1 1AA","AD00158"
8397601740,980,"Frenchgate Shopping Centre","Canonbury Grove","Sheffield","North Yorkshire","BS1 3AA","AD00159"
5254431415,885,"Tombland","Kensington Palace Gardens","Liverpool","Gloucestershire","BD1 1AA","AD00160"
1940114950,55,"Blackburn Mall","Parsons Green Lane","Norwich","Northumberland","LN1 3AA","AD00161"
3235316701,234,"The Hive","Chipping Norton Street","Leicester","Greater Manchester","MK1 3AA","AD00162"
4327876836,515,"Church Wharf","Gillespie Road","Luton","Cornwall","SO1 3AA","AD00163"
1474506615,686,"The Close","Weltjie Road","Nottingham","Isle of Wight","NG1 3AA","AD00164"
5730407726,339,"The Barbican","The Boltons","Lincoln","Cornwall","CR1 2AA","AD00165"
1936506793,432,"Edgbaston Park","Margravine Road","Newcastle upon Tyne","Rutland","PL1 2AA","AD00166"
3469846820,999,"The Quays","Bramerton Street","Rochdale","East Riding of Yorkshire","LS1 2AA","AD00167"
3886120708,344,"XYZ Apartments","Barnsbury Road","Manchester","West Sussex","OL1 2AA","AD00168"
9546088706,749,"Edgbaston Park","Highbury Fields","Liverpool","Norfolk","CV1 2AA","AD00169"
2857700733,406,"Bathurst Buildings","Park Avenue Road","Rochdale","Devon","HU1 2AA","AD00170"
2281915859,948,"Castlegate","Fitzroy Square","Sunderland","Essex","CV1 2AA","AD00171"
5465303891,127,"Castlefield Wharf","Wimbledon Park Road","Bournemouth","Northamptonshire","DN1 3AA","AD00172"
59185384,472,"Brindleyplace","Wilton Road","Leeds","Buckinghamshire","LS1 3AA","AD00173"
6394424005,1460,"The General Hospital Quarter","Margravine Road","Dudley","Merseyside","BS1 2AA","AD00174"
650297555,387,"Bathurst Buildings","Barnsbury Road","Reading","Berkshire","LN1 2AA","AD00175"
5584374792,1298,"Deansgate Quays","Parsons Green Lane","Leeds","East Sussex","YO1 3AA","AD00176"
1588961818,529,"Highcross Leicester","The Boltons","Luton","City of London","MK1 3AA","AD00177"
4537785667,1474,"The Custard Factory","Gillespie Road","Bradford","South Yorkshire","FY1 1AA","AD00178"
8762843095,1346,"Brayford Pool","Canonbury Grove","Salisbury","Suffolk","B1 2AA","AD00179"
9117102316,797,"Minster Court","Chipping Norton Street","Bradford","Dorset","LN1 1AA","AD00180"
7905409791,1158,"The Broadway","Askew Road","Plymouth","Essex","NE1 1AA","AD00181"
1032582626,842,"The Interchange","Kensington Palace Gardens","Liverpool","Worcestershire","CR1 1AA","AD00182"
6329642370,672,"The Curve","Kensington Palace Gardens","Lincoln","East Riding of Yorkshire","OL1 1AA","AD00183"
7416589878,635,"Cathedral Green","Elgin Avenue","Ipswich","Cambridgeshire","TS1 3AA","AD00184"
9136687995,417,"Edgbaston Park","Parsons Green Lane","Chester","West Sussex","GL1 3AA","AD00185"
9233596761,806,"Midsummer Boulevard","Askew Road","Norwich","Northumberland","BH1 2AA","AD00186"
5150535230,910,"The Bridges","Wilton Road","Peterborough","Worcestershire","LS1 3AA","AD00187"
5103118963,81,"Friar Street","Elgin Avenue","Crawley","City of London","OL1 3AA","AD00188"
9725089383,219,"The Deep","Notting Hill Gate","Oxford","Rutland","S1 3AA","AD00189"
4187811702,1022,"The Docks","Notting Hill Gate","Leeds","Bristol","DN1 2AA","AD00190"
4601559146,1060,"The Wave","Bramerton Street","Sheffield","Bedfordshire","OL1 2AA","AD00191"
6232987233,94,"Tombland","Addison Road","Coventry","Cambridgeshire","NG1 1AA","AD00192"
7139287600,201,"The Point","Wimbledon Park Road","Nottingham","Suffolk","HU1 3AA","AD00193"
9084298179,1400,"Fisherton Street","Fitzroy Square","Manchester","North Yorkshire","MK1 1AA","AD00194"
7271711953,483,"The Broadway","Marylebone High Street","Milton Keynes","Northumberland","RG1 1AA","AD00195"
1493263358,1100,"The Elements","Weltjie Road","Peterborough","West Yorkshire","EX1 2AA","AD00196"
45410119,1435,"Moda Living","Canonbury Grove","Kingston upon Hull","Derbyshire","MK1 2AA","AD00197"
2507671858,1318,"Spinningfields Tower","Margravine Road","Doncaster","Greater London","CH1 2AA","AD00198"
9787728533,57,"Chapelfield Road","Chipping Norton Street","Ipswich","Norfolk","YO1 1AA","AD00199"
8949756587,650,"Smithfield","Randolph Crescent","Coventry","Cumbria","PE1 3AA","AD00200"
1934777552,435,"The Potteries Shopping Centre","Wilton Road","Rochdale","Kent","BL1 1AA","AD00201"
1433394456,797,"The Landmark","The Boltons","Gloucester","Isle of Wight","NN1 3AA","AD00202"
4416457529,864,"Lakeside Village","Wimbledon Park Road","Birmingham","Worcestershire","NR1 1AA","AD00203"
6458646860,1498,"The Malago Estate","Barnsbury Road","Northampton","Buckinghamshire","HU1 2AA","AD00204"
3326670486,1252,"The Outlet Swindon","Elgin Avenue","Southampton","Essex","BD1 1AA","AD00205"
1010289918,679,"Steep Hill","Margravine Road","Gloucester","Cheshire","PL1 2AA","AD00206"
1659463440,340,"Sovereign Square","Gillespie Road","Bolton","Oxfordshire","EX1 2AA","AD00207"
548556415,1490,"The Sands","Addison Road","Bournemouth","Leicestershire","OX1 3AA","AD00208"
692092323,320,"The Barbican","Sutherland Avenue","Bristol","Lancashire","CA1 3AA","AD00209"
867002042,754,"The Grafton","Askew Road","Manchester","East Riding of Yorkshire","NG1 1AA","AD00210"
2179093179,1419,"The Light","Park Avenue Road","Blackburn","Surrey","WV1 2AA","AD00211"
6684464700,1021,"Porter Valley","Fitzroy Square","Carlisle","Bedfordshire","DE1 1AA","AD00212"
5627638974,347,"Bradshawgate","Thornhill Road","Luton","Oxfordshire","OX1 3AA","AD00213"
1272640884,46,"Cathedral Quarter","Alverstone Street","Newcastle upon Tyne","South Yorkshire","HU1 1AA","AD00214"
6150849791,1007,"The Workstation","Thornhill Road","Oxford","West Sussex","WV1 2AA","AD00215"
3930214474,1435,"Moda Living","Canonbury Grove","Kingston upon Hull","Derbyshire","MK1 2AA","AD00216"
1498521231,909,"Hampton","Barons Court Road","Wolverhampton","Durham","NE1 1AA","AD00217"
641314833,732,"The Avenue","Askew Road","Plymouth","Suffolk","ST1 2AA","AD00218"
1637385218,29,"The Exchange","Sutherland Avenue","Stoke-on-Trent","West Yorkshire","BN1 3AA","AD00219"
6421922074,1122,"Spinningfields Tower","Lauderdale Road","Dudley","Rutland","GL1 1AA","AD00220"
6502397832,298,"Blackburn Mall","Kensington Palace Gardens","Brighton","Merseyside","CR1 3AA","AD00221"
4597443177,1082,"The Curve","Canonbury Grove","Reading","Greater London","TS1 2AA","AD00222"
1141176564,684,"Blackburn Mall","Barnsbury Road","Middlesbrough","Staffordshire","NN1 2AA","AD00223"
8926883477,464,"Velocity Apartments","Fitzroy Square","Blackburn","Bristol","LS1 2AA","AD00224"
5314664992,541,"Brindleyplace","Barons Court Road","Kingston upon Hull","Buckinghamshire","SN1 2AA","AD00225"
1763316602,1463,"The Broadway","Addison Road","Luton","Durham","LE1 3AA","AD00226"
3254319265,329,"The Interchange","Lauderdale Road","Lincoln","Leicestershire","B1 3AA","AD00227"
8534372454,1132,"The Randolph","Wimbledon Park Road","Dudley","Derbyshire","CR1 2AA","AD00228"
62808036,1431,"St. Annes Way","Elgin Avenue","Middlesbrough","West Midlands","NE1 2AA","AD00229"
1294946676,162,"The Harlequin","Barnsbury Road","Swindon","Lancashire","CB1 1AA","AD00230"
2050372469,1498,"The Interchange","Margravine Road","Lincoln","Norfolk","B1 1AA","AD00231"
628613547,222,"Bournville Wharf","Barons Court Road","Doncaster","Gloucestershire","WV1 2AA","AD00232"
7585597606,834,"Waterfront","Addison Road","Milton Keynes","Gloucestershire","PE1 1AA","AD00233"
5140180286,1244,"Church Wharf","Addison Road","Nottingham","Oxfordshire","BS1 3AA","AD00234"
3496740256,151,"Brayford Pool","Chipping Norton Street","Ipswich","Northumberland","OL1 1AA","AD00235"
3177964092,746,"The Brunel Centre","Fitzroy Square","Northampton","West Midlands","NG1 1AA","AD00236"
2526514576,376,"The Buttermarket","Fitzroy Square","Bristol","West Midlands","CH1 3AA","AD00237"
7147438787,1452,"The Close","Wilton Road","York","Derbyshire","BS1 1AA","AD00238"
3981290763,311,"Trinity Leeds","Gillespie Road","Plymouth","Norfolk","DE1 1AA","AD00239"
3633802320,1152,"Hampton","Gillespie Road","Watford","Hampshire","CB1 2AA","AD00240"
796195439,960,"Bathurst Buildings","Chipping Norton Street","Bradford","Leicestershire","LE1 3AA","AD00241"
5962296877,56,"Minster Court","Chipping Norton Street","Cambridge","Buckinghamshire","DY1 2AA","AD00242"
3814965264,483,"The Waterfront","Highbury Fields","Manchester","Northamptonshire","SN1 2AA","AD00243"
8997672355,642,"The Landmark","Lauderdale Road","Sheffield","Cheshire","BD1 3AA","AD00244"
3264756463,1085,"St Paul's Place","Lyttelton Road","Sheffield","Oxfordshire","BN1 1AA","AD00245"
1884421784,673,"One Park Lane","Wilton Road","Carlisle","Berkshire","HU1 2AA","AD00246"
9014703465,304,"Lace Market Wohnungen","Notting Hill Gate","Sheffield","Surrey","TS1 3AA","AD00247"
2479434346,646,"Castlegate","Barons Court Road","Manchester","Greater Manchester","HU1 3AA","AD00248"
3858834238,1028,"The Brewery Wharf","Chipping Norton Street","Birmingham","Lincolnshire","NR1 1AA","AD00249"
2150640937,1312,"Gunwharf Quays","Notting Hill Gate","Norwich","Cornwall","NN1 2AA","AD00250"
3674380250,1104,"Abington Street","Wimbledon Park Road","Newcastle upon Tyne","Hertfordshire","WV1 3AA","AD00251"
226444643,243,"The Lansdowne","Gillespie Road","Oxford","Lancashire","EX1 1AA","AD00252"
5210806944,1231,"The Grafton","Canonbury Grove","Coventry","Somerset","BD1 2AA","AD00253"
2039209700,568,"Cassiobury Park","Canonbury Grove","Nottingham","West Midlands","BD1 3AA","AD00254"
1085473767,1183,"Jericho Road","Lyttelton Road","Blackpool","Lincolnshire","WV1 2AA","AD00255"
9041757058,453,"Highcross Leicester","Barons Court Road","Manchester","Warwickshire","DN1 2AA","AD00256"
27284670,651,"The Exchange","Wimbledon Park Road","Manchester","Somerset","MK1 1AA","AD00257"
3170373269,1210,"Hampton","Highbury Fields","Liverpool","Norfolk","PE1 2AA","AD00258"
3884887947,1211,"Cathedral Quarter","Margravine Road","Southampton","Devon","S1 2AA","AD00259"
812350065,662,"The Sands","Church Street","Manchester","Norfolk","BN1 2AA","AD00260"
8442405488,494,"The Wave","Highbury Fields","York","South Yorkshire","FY1 2AA","AD00261"
5833675111,1276,"The Lace House","Wilton Road","Salisbury","Herefordshire","CA1 3AA","AD00262"
6258415822,435,"The Potteries Shopping Centre","Wilton Road","Rochdale","Kent","BL1 1AA","AD00263"
2551491991,661,"The Residence","Addison Road","Watford","Norfolk","CA1 2AA","AD00264"
6541376581,1175,"The Sands","Lauderdale Road","Crawley","East Riding of Yorkshire","B1 2AA","AD00265"
6890883772,772,"The Light","Margravine Road","Stoke-on-Trent","Rutland","BL1 2AA","AD00266"
3587266441,663,"The Assissi Apartments","Sutherland Avenue","Brighton","West Midlands","NR1 3AA","AD00267"
2668635047,739,"The Exchange","Parsons Green Lane","Birmingham","Lancashire","WD1 3AA","AD00268"
9277289686,1440,"Porter Valley","The Crescent","Bournemouth","West Sussex","IP1 2AA","AD00269"
9725674618,646,"Market Square","Marylebone High Street","Ipswich","Kent","OX1 2AA","AD00270"
6326905036,50,"Transporter Bridge Apartments","Weltjie Road","Salisbury","Cornwall","WF1 3AA","AD00271"
6667574870,435,"The Potteries Shopping Centre","Wilton Road","Rochdale","Kent","BL1 1AA","AD00272"
